,posts,token
73,#情侣同居房租该不该AA制#我现在也是单身，对这个问题有发言权。我觉得，情侣同居租房不应该搞AA制！理由如下；第一，作为男人，你要么有房，要么有钱租房，无论如何是不能要女方付钱的！第二，这种把人家睡了还要人家分担房租的男人跟渣男没多少区别，应该敬而远之。,# 情侣 同居 房租 该不该 不该 AA 制 # 我 现在 也 是 单身   对 这个 问题 有 发言 发言权   我 觉得   情侣 同居 租房 不应 应该 搞 AA 制   理由 如下   第一   作为 男人   你 要么 有 房   要么 有钱 租房   无论 无论如何 如何 是 不能 要 女方 付钱 的   第二   这种 把 人家 睡 了 还要 人家 分担 房租 的 男人 跟 渣 男 没 多少 区别   应该 敬而远之  
74,情侶同居后才知道的事，单身狗竟然看完了！#情侣同居房租该不该AA制# 尬剧研究中心的微博视频,情 侶 同居 后 才 知道 的 事   单身 狗 竟然 看完 了  # 情侣 同居 房租 该不该 不该 AA 制 #  尬 剧 研究 中心 的 微 博 视频
75,"#情侣同居房租该不该AA制# 通常，国人的习惯是，婚前财务独立，且男方在经济上照顾女方多一些。婚后大家的钱放在一起花，无论谁赚的多少不论，所有的开销来自“公共财政”。

传统观念影响，我认为同居的房租AA制不合适。刚才看到话题里有0说，应该油女方出一半，我真想回复一句，你和女朋友去酒店 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #  通常   国人 的 习惯 是   婚前 财务 独立   且 男方 在经济上 经济 上照 照顾 女方 多一些 一些   婚后 大家 的 钱 放在 一起 起花   无论 无论谁 赚 的 多少 不论   所有 的 开销 来自   公共 公共财政 财政   

 传统 传统观念 统观 观念 影响   我 认为 同居 的 房租 AA 制 不合 合适   刚才 看到 话题 里 有 0 说   应该 油 女方 出 一半   我 真 想 回复 一句   你 和 女朋友 朋友 去 酒店      全文"
76,#情侣同居房租该不该AA制#看个人吧。不过未婚同居是准备结婚前的试水。也有觉得不合适分开的可能，为了清爽的分开，经济上也AA清爽些好。否则会纠缠不清，不容易分呢。如果已经决定结婚了，就要认真的谈下经济负担分配问题。,# 情侣 同居 房租 该不该 不该 AA 制 # 看 个人 吧   不过 未婚 未婚同居 同居 是 准备 结婚 婚前 的 试 水   也 有 觉得 不合 合适 分开 的 可能   为了 清爽 的 分开   经济 上 也 AA 清爽 些 好   否则 会 纠缠 纠缠不清   不容 容易 分 呢   如果 已经 决定 定结 结婚 了   就要 认真 真的 谈 下 经济 经济负担 负担 分配 问题  
77,#情侣同居房租该不该AA制#你怎么看，在爱情面前，一定要这么理性么？ 塔罗牌占卜Annas的微博投票,# 情侣 同居 房租 该不该 不该 AA 制 # 你 怎么 看   在 爱情 情面 面前   一定 定要 这么 理性 么    塔罗 塔罗牌 占卜 Annas 的 微 博 投票
78,#情侣同居房租该不该AA制#住宾馆AA估计，异曲同工。,# 情侣 同居 房租 该不该 不该 AA 制 # 住 宾馆 AA 估计   异曲同工 同工  
79,#情侣同居房租该不该AA制# 最好别同居。这是我的真心话,# 情侣 同居 房租 该不该 不该 AA 制 #  最好 别 同居   这 是 我 的 真心 真心话
80,"我感觉，只要两个人感情在线，这些都不算事儿。

身边也有很多朋友选择婚前同居，房租基本上都是男朋友出的。

女生嘛，就负责一些日常的开销和水电物业的费用，也是不错的模式啊，彼此也都挺满意的，为什么一定要死揪着房租不放手呢？

如果两个人对待这段感情都是认真的，并且在一起会过得越来越好， ...全文","我 感觉   只要 两个 个人 感情 在线   这些 都 不算 事儿  

 身边 也 有 很多 朋友 选择 婚前 同居   房租 基本 基本上 都 是 男朋友 朋友 出 的  

 女生 嘛   就 负责 一些 日常 的 开销 和 水电 物业 的 费用   也 是 不错 的 模式 啊   彼此 也 都 挺 满意 的   为什么 什么 一定 定要 要死 揪 着 房租 不放 放手 呢  

 如果 两个 个人 对待 这段 感情 都 是 认真 真的   并且 在 一起 起会 过 得 越来 越来越 越好       全文"
81,#情侣同居房租该不该AA制# AA制既有好处也有坏处，对于我们来说，分的那么清，要真做起来，别扭的很，也过不去。顶多就是你这次请，我下次请回。有些情侣就不太分的那么清，俩人商量着这个东西他买，另一个就是你买，或换着来买。不足的是，每买一样东西跟另外一样东西价格不同的，谁出的多，谁出的少 ...全文,# 情侣 同居 房租 该不该 不该 AA 制 # AA 制 既有 好处 也 有 坏处   对于 我们 来说   分 的 那么 清   要 真 做起 起来   别扭 的 很   也 过不去   顶多 就是 你 这次 请   我 下次 请 回   有些 情侣 就 不 太 分 的 那么 清   俩 人商 商量 着 这个 东西 他 买   另 一个 就是 你 买   或 换 着 来 买   不足 的 是   每 买 一样 东西 跟 另外 一样 东西 价格 不同 的   谁 出 的 多   谁 出 的 少      全文
82,"在灾难面前，人类何其渺小

#飞机排队洗热水澡##影视剪辑##情侣同居房租该不该AA制# 我叫零七少的微博视频","在 灾难 面前   人类 何其 渺小 

# 飞机 排队 洗 热水 热水澡 ## 影视 剪辑 ## 情侣 同居 房租 该不该 不该 AA 制 #  我 叫 零七 少 的 微 博 视频"
83,#情侣同居房租该不该AA制#你要是个男人就别说话！,# 情侣 同居 房租 该不该 不该 AA 制 # 你 要是 个 男人 就 别说 说话  
84,0微博,0 微 博
85,七年之痒，十年之守，你们第几年了？ #最搞冷笑话##情侣同居房租该不该aa制# 最搞冷笑话的微博视频,七年 七年之痒   十年 之 守   你们 第几 几年 了   # 最 搞 冷笑 笑话 ## 情侣 同居 房租 该不该 不该 aa 制 #  最 搞 冷笑 笑话 的 微 博 视频
86,"#情侣同居房租该不该AA制#且不管这里的AA是对是错。

讲一个故事，我身边的一的对情侣，相识然后恋爱同居也很顺理成章。

那个女孩子告诉我，每月的房租她从来都没有操心过，这几年她也不知道房东是谁，男朋友在每个月细心的安排好了。

毕竟大城市的房租也不便宜，一般是押一付三，房租也是1500到300 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 且 不管 这里 的 AA 是 对 是 错  

 讲 一个 故事   我 身边 的 一 的 对 情侣   相识 然后 恋爱 同居 也 很顺 顺理成章 理成 成章  

 那个 女孩 女孩子 孩子 告诉 我   每月 的 房租 她 从来 都 没有 操心 过   这 几年 她 也 不知 知道 房东 是 谁   男朋友 朋友 在 每个 月 细心 的 安排 排好 了  

 毕竟 大城 大城市 城市 的 房租 也 不便 便宜   一般 是 押 一 付 三   房租 也 是 1500 到 300     全文"
87,#情侣同居房租该不该AA制#不该同居。,# 情侣 同居 房租 该不该 不该 AA 制 # 不该 同居  
88,"#情侣同居房租该不该AA制#

这个说法倒是为将来闹掰分割财产打下了良好的基础。","# 情侣 同居 房租 该不该 不该 AA 制 #

 这个 说法 倒 是 为 将来 闹 掰 分割 财产 打下 了 良好 的 基础  "
89,#情侣同居房租该不该AA制#这个要另说吧，如果房租AA了，那日常开销也要AA，家务活就也要AA；如果房租一方出了，那日常的家务和开销，另一方就会多付出一些。而现实是生活中往往后者居多吧,# 情侣 同居 房租 该不该 不该 AA 制 # 这个 要 另 说 吧   如果 房租 AA 了   那日 日常 开销 也 要 AA  家务 家务活 就 也 要 AA  如果 房租 一方 出 了   那日 日常 的 家务 和 开销   另一方 一方 就 会 多付 付出 一些   而 现实 实是 生活 中 往往 往后 后者 居多 吧
90,#情侣同居房租该不该AA制#同居时，主要消费玩AA制，应该说可行。重点一方承担，负担可能就重了。@黄毛秋莎,# 情侣 同居 房租 该不该 不该 AA 制 # 同居 时   主要 消费 玩 AA 制   应该 说 可行   重点 一方 承担   负担 可能 就 重 了    黄毛 秋 莎
91,"#情侣同居房租该不该AA制#我认为一个男人，还是要多点责任和担当的，像房费，水电费还是主动，多担待为好，女方可以买菜，日用品多付出点比较好。
因为双方身份是情侣而不是合租室友，如果连租房钱都要女生拿，那么女生是否讨要每次同居的钱呢？那么两个人的关系，还是情侣吗？岂不是生意伙伴了？
其实 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 我 认为 一个 男人   还是 要 多点 责任 和 担当 的   像 房费   水电 水电费 电费 还是 主动   多担 担待 为 好   女方 方可 可以 买菜   日用 日用品 用品 多付 付出 出点 比较 好  
 因为 双方 身份 是 情侣 而 不是 合租 室友   如果 连 租房 房钱 都 要 女生 拿   那么 女生 是否 讨要 每次 同居 的 钱 呢   那么 两个 个人 的 关系   还是 情侣 吗   岂不是 不是 生意 伙伴 了  
 其实      全文"
92,"#情侣同居房租该不该AA制#
情侣之间租房个人不提倡AA制，但彼此之间可以分担，这样在感情上来说更容易接受，实行AA这样会有伤感情，毕竟情侣间是感情至上","# 情侣 同居 房租 该不该 不该 AA 制 #
 情侣 之间 租房 个人 不 提倡 AA 制   但 彼此 彼此之间 之间 可以 分担   这样 在 感情 上来 来说 更 容易 容易接受 接受   实行 AA 这样 会 有伤 伤感 伤感情 感情   毕竟 情侣 间 是 感情 至上"
93,"异地恋，耐不住男朋友央求和备胎威胁（不是我养备胎），辞了南方的正经工作来北京打杂找他。在海淀租了一个卧室，一个月三千。大半年都是我一个人负担房租，他给我400补贴，我加班多，平时各吃各的，周末他请我吃饭。

这样待了半年吧，我单位的房补没了，我感觉负担不起了，想要找女生合租，他不同意 ...全文","异地 恋   耐不住 不住 男朋友 朋友 央求 求和 备胎 威胁   不是 我 养 备胎    辞 了 南方 的 正经 工作 来 北京 打杂 找 他   在 海淀 租 了 一个 卧室   一个 一个月 三千   大半 大半年 半年 都 是 我 一个 个人 负担 房租   他 给 我 400 补贴   我 加班 多   平时 各 吃 各 的   周末 他 请 我 吃饭  

 这样 待 了 半年 吧   我 单位 的 房 补 没了   我 感觉 负担 担不起 了   想要 找 女生 合租   他 不同 同意      全文"
94,#情侣同居房租该不该AA制#结婚后还需要Aa制吗,# 情侣 同居 房租 该不该 不该 AA 制 # 结婚 婚后 还 需要 Aa 制 吗
95,【或说】问：#情侣同居房租该不该AA制#？答：该，亲兄弟还明算账呢，何况并无血缘关系！（荣戈博报）,  或 说   问  # 情侣 同居 房租 该不该 不该 AA 制 #  答   该   亲兄弟 兄弟 还 明 算账 呢   何况 并 无 血缘 血缘关系 关系    荣 戈 博 报  
96,"#情侣同居房租该不该AA制#
身体都在一起了，钱包还分那么清楚干嘛
但现实是谁主动谁卑微！讨论再多也没用","# 情侣 同居 房租 该不该 不该 AA 制 #
 身体 都 在 一起 了   钱包 还 分 那么 清楚 干嘛 
 但 现实 实是 谁 主动 谁 卑微   讨论 再多 也 没用"
97,#情侣同居房租该不该AA制# ？ 这个怎么说呢，从情感上来说情侣同居目的就是为了门人结婚找感觉，从传统上来说应该男的出。但从现代观念来说AA制也不错，现在结婚不还有一个婚前财产公正吗？ 怀化,# 情侣 同居 房租 该不该 不该 AA 制 #    这个 怎么 说 呢   从 情感 上来 来说 说情 情侣 同居 目的 就是 为了 门人 结婚 找 感觉   从 传统 上来 来说 应该 男 的 出   但 从 现代 观念 来说 AA 制 也 不错   现在 结婚 不 还有 一个 婚前 财产 公正 吗    怀化
98,#情侣同居房租该不该AA制#同居前说明白了，不能什么都是想当然，女的觉得是试婚，这男的当找个保姆，还免费陪吃陪睡收拾家务的,# 情侣 同居 房租 该不该 不该 AA 制 # 同居 前 说明 明白 了   不能 什么 都 是 想当然 当然   女 的 觉得 是 试婚   这 男 的 当 找 个 保姆   还 免费 陪 吃 陪 睡 收拾 家务 的
99,"#情侣同居房租该不该AA制#不合适的早点分了好，这种话题应该是xxx和xxx要房租合不合适，和情侣这个大群体无关。
有感情、合适的情侣，他们自然会找到自己的日常相处模式和应对账务处理时，能够丝毫不影响感情的解决，有的时候还能通过日常和突发事件增进感情，只有不合适的那种在一起唧唧歪歪，天天想 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 不合 合适 的 早点 分 了 好   这种 话题 应该 该是 xxx 和 xxx 要 房租 合 不合 合适   和 情侣 这个 大群 群体 无关  
 有感 感情   合适 的 情侣   他们 自然 会 找到 自己 的 日常 相处 模式 和 应对 对账 账务 处理 时   能够 丝毫 毫不 影响 感情 的 解决   有 的 时候 还 能 通过 日常 和 突发 突发事件 事件 增进 增进感情 感情   只有 不合 合适 的 那种 在 一起 唧唧 歪歪   天天 想      全文"
100,"#情侣同居房租该不该AA制#
不该，，，男生女生在一起，总是女生吃亏一点，，男生多付点房租有什么不对的，不要讨论什么男女平等了，就凭婚前同居之后，女生有可能会被批评不检点，男生就不会，就这一点来看就不可能男女平等，，
当今社会对女性的忠贞要求的更苛刻，那男生多付一点房租又有什么不该得呢 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 不该     男生 男生女生 生女生 女生 生在 一起   总是 女生 吃亏 一点    男生 多付 付点 房租 有 什么 不对 的   不要 讨论 什么 男女 男女平等 平等 了   就 凭 婚前 同居 之后   女生 有 可能 会 被 批评 不检 检点   男生 生就 不会   就 这 一点 来看 就 不可 可能 男女 男女平等 平等   
 当今 当今社会 社会 对 女性 的 忠贞 要求 的 更 苛刻   那 男生 多付 一点 房租 又 有 什么 不该 得 呢      全文"
